query_type,duration
issue_flag,0.001615
sequence,0.002443
scan_id,0.002143
issue_flag,0.001855
sequence,0.001499
scan_id,0.046072
issue_flag,0.002
sequence,0.002001
scan_id,0.024268
issue_flag,0.002904
sequence,0.002002
scan_id,0.015733
issue_flag,0.001596
sequence,0.001078
scan_id,0.001056
issue_flag,0.001045
sequence,0.000523
scan_id,0.01386
issue_flag,0.002104
sequence,0.00168
scan_id,0.000993
issue_flag,0.000501
sequence,0.0005
scan_id,0.015158
issue_flag,0.001606
sequence,0.002096
scan_id,0.031338
issue_flag,0.002823
sequence,0.001503
scan_id,0.015027
issue_flag,0.002118
sequence,0.002107
scan_id,0.017508
issue_flag,0.001048
sequence,0.000807
scan_id,0.013746
issue_flag,0.001577
sequence,0.001563
scan_id,0.014806
issue_flag,0.002002
sequence,0.001499
scan_id,0.017147
issue_flag,0.002601
sequence,0.002493
scan_id,0.001001
issue_flag,0.000499
sequence,0.000499
scan_id,0.014997
issue_flag,0.002021
sequence,0.001582
scan_id,0.001031
issue_flag,0.000698
sequence,0.001071
scan_id,0.015387
issue_flag,0.002115
sequence,0.001871
scan_id,0.015314
issue_flag,0.0016
sequence,0.002485
scan_id,0.015452
issue_flag,0.001595
sequence,0.001578
scan_id,0.011237
issue_flag,0.003108
sequence,0.001749
scan_id,0.001049
issue_flag,0.00104
sequence,0.001419
scan_id,0.001499
issue_flag,0.002001
sequence,0.001423
scan_id,0.015163
issue_flag,0.002153
sequence,0.001795
scan_id,0.001997
issue_flag,0.001
sequence,0.000999
scan_id,0.016517
issue_flag,0.001616
sequence,0.001573
scan_id,0.013421
issue_flag,0.001628
sequence,0.001593
scan_id,0.015202
issue_flag,0.002107
sequence,0.001572
scan_id,0.015355
issue_flag,0.002001
sequence,0.001999
scan_id,0.015501
issue_flag,0.002
sequence,0.001427
scan_id,0.002499
issue_flag,0.000997
sequence,0.001001
scan_id,0.014639
issue_flag,0.001614
sequence,0.001556
scan_id,0.001042
issue_flag,0.001051
sequence,0.000522
scan_id,0.00103
issue_flag,0.000525
sequence,0.00107
scan_id,0.014358
issue_flag,0.001501
sequence,0.001524
scan_id,0.000974
issue_flag,0.001002
sequence,0.000999
scan_id,0.01304
issue_flag,0.00196
sequence,0.001499
scan_id,0.032019
issue_flag,0.002636
sequence,0.002114
scan_id,0.014673
issue_flag,0.002103
sequence,0.001501
scan_id,0.01514
issue_flag,0.001592
sequence,0.001059
scan_id,0.014562
issue_flag,0.002001
sequence,0.0015
scan_id,0.032777
issue_flag,0.002022
sequence,0.002201
scan_id,0.022513
issue_flag,0.001768
sequence,0.002002
scan_id,0.0015
issue_flag,0.001509
sequence,0.001003
scan_id,0.019943
issue_flag,0.003006
sequence,0.002
scan_id,0.032001
issue_flag,0.00198
sequence,0.001811
scan_id,0.015106
issue_flag,0.002001
sequence,0.001499
scan_id,0.013498
issue_flag,0.001999
sequence,0.002001
scan_id,0.033601
issue_flag,0.001499
sequence,0.001499
scan_id,0.0145
issue_flag,0.001499
sequence,0.002502
scan_id,0.000999
issue_flag,0.000997
sequence,0.001001
scan_id,0.014209
issue_flag,0.00161
sequence,0.001074
scan_id,0.035021
issue_flag,0.001949
sequence,0.0015
scan_id,0.001001
issue_flag,0.001102
sequence,0.001396
scan_id,0.013875
issue_flag,0.001499
sequence,0.001501
scan_id,0.014497
issue_flag,0.002088
sequence,0.002891
scan_id,0.001706
issue_flag,0.001395
sequence,0.001
scan_id,0.017021
issue_flag,0.002131
sequence,0.001589
scan_id,0.000999
issue_flag,0.001
sequence,0.001001
scan_id,0.014864
issue_flag,0.001779
sequence,0.003269
scan_id,0.015904
issue_flag,0.002365
sequence,0.002001
scan_id,0.000999
issue_flag,0.000499
sequence,0.000502
scan_id,0.02088
issue_flag,0.002155
sequence,0.002077
scan_id,0.025983
issue_flag,0.002085
sequence,0.001619
scan_id,0.019642
issue_flag,0.002129
sequence,0.001576
scan_id,0.001043
issue_flag,0.000999
sequence,0.000999
scan_id,0.013053
issue_flag,0.002126
sequence,0.001998
scan_id,0.013302
issue_flag,0.0016
sequence,0.001067
scan_id,0.015368
issue_flag,0.002914
sequence,0.001595
scan_id,0.01514
issue_flag,0.0015
sequence,0.001501
scan_id,0.015499
issue_flag,0.002502
sequence,0.002502
scan_id,0.032636
issue_flag,0.002001
sequence,0.002018
scan_id,0.013998
issue_flag,0.001501
sequence,0.001001
scan_id,0.015001
issue_flag,0.002062
sequence,0.001861
scan_id,0.0015
issue_flag,0.001
sequence,0.001
scan_id,0.045232
issue_flag,0.002459
sequence,0.001983
scan_id,0.020038
issue_flag,0.002998
sequence,0.001514
scan_id,0.033298
issue_flag,0.00189
sequence,0.001498
scan_id,0.017
issue_flag,0.001502
sequence,0.001714
scan_id,0.015451
issue_flag,0.00209
sequence,0.002653
scan_id,0.016561
issue_flag,0.001999
sequence,0.0015
scan_id,0.001
issue_flag,0.000999
sequence,0.001
scan_id,0.01356
issue_flag,0.002122
sequence,0.001589
scan_id,0.0152
issue_flag,0.001995
sequence,0.001499
scan_id,0.032068
issue_flag,0.002105
sequence,0.001638
scan_id,0.071516
issue_flag,0.002433
sequence,0.002003
scan_id,0.02329
issue_flag,0.002121
sequence,0.002096
scan_id,0.014973
issue_flag,0.002901
sequence,0.0015
scan_id,0.001499
issue_flag,0.001
sequence,0.001
scan_id,0.014038
issue_flag,0.002091
sequence,0.00195
scan_id,0.016182
issue_flag,0.002117
sequence,0.001568
scan_id,0.001054
issue_flag,0.000547
sequence,0.001049
scan_id,0.013173
issue_flag,0.002141
sequence,0.001611
scan_id,0.001817
issue_flag,0.001955
sequence,0.000951
scan_id,0.015991
issue_flag,0.001999
sequence,0.001523
scan_id,0.02452
issue_flag,0.002142
sequence,0.001999
scan_id,0.015197
issue_flag,0.002111
sequence,0.001537
scan_id,0.015501
issue_flag,0.001501
sequence,0.001502
scan_id,0.028958
issue_flag,0.002101
sequence,0.001583
scan_id,0.014096
issue_flag,0.002078
sequence,0.002483
scan_id,0.001499
issue_flag,0.000998
sequence,0.001001
scan_id,0.044819
issue_flag,0.002
sequence,0.002051
scan_id,0.026691
issue_flag,0.0021
sequence,0.001566
scan_id,0.014748
issue_flag,0.002056
sequence,0.001473
scan_id,0.016159
issue_flag,0.002999
sequence,0.00254
scan_id,0.000999
issue_flag,0.0015
sequence,0.001
scan_id,0.015247
issue_flag,0.002
sequence,0.0015
scan_id,0.0135
issue_flag,0.002
sequence,0.002
scan_id,0.0145
issue_flag,0.0025
sequence,0.0015
scan_id,0.015502
issue_flag,0.002
sequence,0.0025
scan_id,0.0015
issue_flag,0.000999
sequence,0.001
scan_id,0.032008
issue_flag,0.00184
sequence,0.002001
scan_id,0.0005
issue_flag,0.000498
sequence,0.001
scan_id,0.015001
issue_flag,0.001997
sequence,0.0015
scan_id,0.032056
issue_flag,0.002019
sequence,0.001976
scan_id,0.0115
issue_flag,0.002
sequence,0.002015
scan_id,0.033705
issue_flag,0.002503
sequence,0.0015
scan_id,0.015
issue_flag,0.0025
sequence,0.001145
scan_id,0.014501
issue_flag,0.0015
sequence,0.002
scan_id,0.015688
issue_flag,0.001601
sequence,0.001579
scan_id,0.014759
issue_flag,0.001634
sequence,0.001597
scan_id,0.027159
issue_flag,0.001604
sequence,0.001601
scan_id,0.001052
issue_flag,0.000521
sequence,0.000521
scan_id,0.031717
issue_flag,0.001521
sequence,0.001501
scan_id,0.015119
issue_flag,0.001571
sequence,0.002107
scan_id,0.015343
issue_flag,0.002501
sequence,0.001524
scan_id,0.025918
issue_flag,0.002504
sequence,0.001996
scan_id,0.015657
issue_flag,0.002237
sequence,0.002048
scan_id,0.018569
issue_flag,0.001617
sequence,0.001567
scan_id,0.000521
issue_flag,0.000519
sequence,0.001052
scan_id,0.001038
issue_flag,0.001594
sequence,0.00105
scan_id,0.001039
issue_flag,0.000511
sequence,0.000502
scan_id,0.014296
issue_flag,0.002108
sequence,0.001591
scan_id,0.033692
issue_flag,0.001501
sequence,0.001499
scan_id,0.014
issue_flag,0.002
sequence,0.0015
scan_id,0.01482
issue_flag,0.002196
sequence,0.00157
scan_id,0.014716
issue_flag,0.001422
sequence,0.002
scan_id,0.001499
issue_flag,0.001001
sequence,0.000998
scan_id,0.014231
issue_flag,0.002301
sequence,0.001522
scan_id,0.026538
issue_flag,0.002131
sequence,0.001593
scan_id,0.001039
issue_flag,0.001038
sequence,0.001021
scan_id,0.015169
issue_flag,0.0015
sequence,0.0015
scan_id,0.02857
issue_flag,0.001998
sequence,0.001502
scan_id,0.01472
issue_flag,0.00161
sequence,0.001574
scan_id,0.014523
issue_flag,0.00157
sequence,0.001584
scan_id,0.013508
issue_flag,0.002094
sequence,0.001581
scan_id,0.014577
issue_flag,0.002169
sequence,0.001583
scan_id,0.001001
issue_flag,0.0015
sequence,0.000998
scan_id,0.036387
issue_flag,0.001503
sequence,0.001501
scan_id,0.03623
issue_flag,0.001578
sequence,0.001579
scan_id,0.015663
issue_flag,0.002089
sequence,0.002092
scan_id,0.001039
issue_flag,0.000524
sequence,0.001236
scan_id,0.029507
issue_flag,0.002133
sequence,0.001999
scan_id,0.015208
issue_flag,0.002108
